word,pos,zipf,URL
shutdown,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/shutdown
sighted,adjective,3.57,https://dictionary.cambridge.org/dictionary/learner-english/sighted_1
skipper,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/skipper
substantive,adjective,3.57,https://dictionary.cambridge.org/dictionary/learner-english/substantive
thru,"adjective, adverb, preposition",3.57,https://dictionary.cambridge.org/dictionary/learner-english/thru
twelfth,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/twelfth_2
unidentified,adjective,3.57,https://dictionary.cambridge.org/dictionary/learner-english/unidentified
vanguard,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/vanguard
wedge,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/wedge_1
wedge,verb,3.57,https://dictionary.cambridge.org/dictionary/learner-english/wedge_2
abdomen,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/abdomen
addictive,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/addictive
affirmative,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/affirmative
align,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/align
aquarium,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/aquarium
atop,preposition,3.56,https://dictionary.cambridge.org/dictionary/learner-english/atop
Belarus,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/belarus
billing,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/billing
Bluetooth,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/bluetooth
Brit,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/brit
buffet,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/buffet_1
buffet,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/buffet_2
carrot,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/carrot
cartel,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/cartel
caste,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/caste
chartered,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/chartered
chunk,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/chunk
cloak,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/cloak
colon,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/colon
comrade,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/comrade
curly,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/curly
disrespect,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/disrespect
dissent,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/dissent
dressing gown,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/dressing-gown
duly,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/duly
eccentric,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/eccentric_1
eccentric,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/eccentric_2
endeavour,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/endeavour
essentials,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/essentials
expressly,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/expressly
exquisite,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/exquisite
fallout,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/fallout
foreman,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/foreman
fundamentals,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/fundamentals
gag,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/gag_2
gag,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/gag_1
geo-engineering,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/geo-engineering
geometric,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/geometric
grin,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/grin
hepatitis,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/hepatitis
hypocrisy,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/hypocrisy
impending,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/impending
incidentally,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/incidentally
inherit,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/inherit
lantern,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/lantern
login,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/login
lookout,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/lookout
Madagascar,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/madagascar
managerial,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/managerial
masked,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/masked
Methodist,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/methodist
mummy,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/mummy
muse,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/muse
neon,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/neon
papal,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/papal
persistence,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/persistence
physiology,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/physiology
porcelain,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/porcelain
principally,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/principally
pun,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/pun
questionnaire,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/questionnaire
reconcile,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/reconcile
resentment,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/resentment
rhino,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/rhino
rib,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/rib
scum,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/scum
sewer,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/sewer
short-sighted,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/short-sighted
sloppy,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/sloppy
sock,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/sock
splitting headache,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/splitting-headache
swollen,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/swollen_1
the Antarctic,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/the-antarctic
timer,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/timer
trance,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/trance
truce,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/truce
unconstitutional,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/unconstitutional
undefeated,adjective,3.56,https://dictionary.cambridge.org/dictionary/learner-english/undefeated
uphold,verb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/uphold
watering can,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/watering-can
whereabouts,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/whereabouts_1
whereabouts,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/whereabouts_2
wherein,adverb,3.56,https://dictionary.cambridge.org/dictionary/learner-english/wherein
yarn,noun,3.56,https://dictionary.cambridge.org/dictionary/learner-english/yarn
acquaintance,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/acquaintance
ad hoc,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/ad-hoc
affirmative action,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/affirmative-action
ammonia,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/ammonia
arse,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/arse
ashore,adverb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/ashore
autopsy,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/autopsy
backstage,adverb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/backstage
batter,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/batter_1
batter,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/batter_2
bilingual,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/bilingual
blackout,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/blackout
bluff,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/bluff_2
bluff,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/bluff_1
blurred,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/blurred
buffet car,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/buffet-car
caller,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/caller
celestial,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/celestial
cerebral,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/cerebral
charger,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/charger
claw,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/claw_1
claw,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/claw_2
commune,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/commune
condemnation,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/condemnation
contend,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/contend
cosmetics,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/cosmetics
courthouse,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/courthouse
crimson,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/crimson
dagger,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/dagger
Deborah,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/deborah
evacuate,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/evacuate
funky,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/funky
garment,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/garment
gracious,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/gracious
graveyard,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/graveyard
grouping,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/grouping
gypsy,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/gypsy
implication,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/implication
indispensable,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/indispensable
induce,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/induce
ITV,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/itv
knockout,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/knockout
Latvia,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/latvia
lax,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/lax
liberated,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/liberated
mast,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/mast
meadow,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/meadow
metropolis,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/metropolis
misuse,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/misuse
muddy,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/muddy
mystical,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/mystical
nan,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/nan
negligible,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/negligible
orgasm,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/orgasm
oyster,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/oyster
patty,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/patty
peek,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/peek_2
peek,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/peek_1
piracy,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/piracy
poppy,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/poppy
Presbyterian,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/presbyterian
priceless,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/priceless
programmer,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/programmer
prohibit,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/prohibit
promoter,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/promoter
protagonist,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/protagonist
pup,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/pup
QC,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/qc
razor blade,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/razor-blade
rejoice,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/rejoice
rotate,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/rotate
runaway,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/runaway_1
runaway,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/runaway_2
sabotage,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/sabotage
sanction,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/sanction_1
sanction,verb,3.55,https://dictionary.cambridge.org/dictionary/learner-english/sanction_2
scorer,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/scorer
Sierra Leone,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/sierra-leone
slender,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/slender
spokesperson,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/spokesperson
taste buds,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/taste-buds
taxable,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/taxable
the cosmos,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/the-cosmos
tin opener,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/tin-opener
toddler,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/toddler
turmoil,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/turmoil
unjust,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/unjust
unreliable,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/unreliable
wary,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/wary
well-behaved,adjective,3.55,https://dictionary.cambridge.org/dictionary/learner-english/well-behaved
wiring,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/wiring
woodland,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/woodland
wrapping,noun,3.55,https://dictionary.cambridge.org/dictionary/learner-english/wrapping
acquainted,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/acquainted
ambush,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/ambush
annex,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/annex_2
annex,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/annex_1
apex,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/apex
attacker,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/attacker
authoritarian,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/authoritarian
avail,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/avail
baton,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/baton
bingo,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/bingo
blitz,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/blitz_1
blitz,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/blitz_2
booty,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/booty
boutique,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/boutique
cheerful,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/cheerful
civilized,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/civilized
clad,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/clad
coincide,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/coincide
computer programmer,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/computer-programmer
conceal,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/conceal
conformity,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/conformity
consolation,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/consolation
contingency,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/contingency
convertible,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/convertible_1
convertible,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/convertible_2
covert,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/covert
cushion,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/cushion_1
cushion,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/cushion_2
disadvantaged,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/disadvantaged
discrete,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/discrete
disposable,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/disposable
DIY,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/diy
duct,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/duct
expectancy,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/expectancy
facade,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/facade
fidelity,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fidelity
flourish,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/flourish_2
flourish,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/flourish_1
flyer,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/flyer
fore,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fore
fragment,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fragment_1
fragment,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fragment_2
fraudulent,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fraudulent
gamer,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/gamer
gorilla,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/gorilla
hale,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/hale
hen night,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/hen-night
hen,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/hen
herring,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/herring
high-flyer,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/high-flyer
incompatible,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/incompatible
infinitely,adverb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/infinitely
inmate,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/inmate
internet piracy,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/internet-piracy
jockey,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/jockey
life expectancy,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/life-expectancy
motorway,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/motorway
mystic,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/mystic
nominate,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/nominate
non-existent,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/non-existent
outward,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/outward_1
outward,adverb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/outward_2
plaster,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/plaster_1
plaster,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/plaster_2
platoon,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/platoon
poke,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/poke_2
poke,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/poke_1
preferable,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/preferable
preparatory,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/preparatory
preparatory school,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/preparatory-school
prosecute,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/prosecute
psalm,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/psalm
purge,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/purge
rag,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/rag
recycled,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/recycled
repetitive,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/repetitive
safeguard,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/safeguard_2
safeguard,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/safeguard_1
sermon,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/sermon
slang,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/slang
solemn,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/solemn
songwriter,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/songwriter
soy sauce,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/soy-sauce
sparkling,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/sparkling
squash,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/squash_1
squash,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/squash_2
starve,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/starve
stint,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/stint
strained,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/strained
suitcase,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/suitcase
summon,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/summon
swearing,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/swearing
tame,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/tame_1
tame,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/tame_2
tease,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/tease
the Premiership,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/the-premiership
unreal,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/unreal
unrealistic,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/unrealistic
upsetting,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/upsetting
vigorous,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/vigorous
vineyard,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/vineyard
warden,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/warden
weaken,verb,3.54,https://dictionary.cambridge.org/dictionary/learner-english/weaken
wicket,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/wicket
witty,adjective,3.54,https://dictionary.cambridge.org/dictionary/learner-english/witty
wrapping paper,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/wrapping-paper
acclaimed,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/acclaimed
ape,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/ape
backbone,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/backbone
badger,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/badger
barge,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/barge_1
barge,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/barge_2
blogging,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/blogging
booster,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/booster
brew,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/brew_2
brew,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/brew_1
canned,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/canned
casualty,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/casualty
cavity,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/cavity
charcoal,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/charcoal
cheque,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/cheque
chimney,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/chimney
coastline,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/coastline
colourful,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/colourful
columnist,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/columnist
commemorate,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/commemorate
coupon,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/coupon
cradle,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/cradle_1
cradle,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/cradle_2
crescent,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/crescent
dedicate,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/dedicate
dialog box,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/dialog-box
disposable income,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/disposable-income
doubtful,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/doubtful
emerald,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/emerald
enlightened,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/enlightened
Estonia,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/estonia
ethic,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/ethic
everlasting,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/everlasting
flop,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/flop_2
flop,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/flop_1
granny,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/granny
guitarist,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/guitarist
gunfire,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/gunfire
Hoover,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/hoover
icy,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/icy
incompetent,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/incompetent
inefficient,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/inefficient
juicy,adjective,3.53,https://dictionary.cambridge.org/dictionary/learner-english/juicy
kettle,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/kettle
librarian,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/librarian
lighthouse,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/lighthouse
litre,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/litre
markings,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/markings
mastery,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/mastery
MBA,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/mba
menace,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/menace_1
menace,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/menace_2
noun,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/noun
nutrient,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/nutrient
organizer,noun,3.53,https://dictionary.cambridge.org/dictionary/learner-english/organizer
overload,verb,3.53,https://dictionary.cambridge.org/dictionary/learner-english/overload
